account_number,annual_income,household_size,years_post_high_school_ed,hours_per_week_watching_tv,age,gender,exceeded_credit_limit_in_past,annual_charges
19771840,22.8,1,0,50,40,Female,No,10327.04
55846,101.1,6,5,40,34,Female,Yes,18351.24
18429024,118.3,5,4,52,64,Male,No,13587.69
19020732,24.6,1,4,53,30,Female,No,0
27771781,70.7,4,1,52,36,Female,No,6446.98
15597602,87.5,8,3,38,42,Female,No,15958.93
18857731,41.6,3,4,40,41,Male,No,1885.74
18946148,91.5,7,2,5,57,Male,No,11813.35
720276,48.9,2,3,1,38,Male,No,5157.84
23559717,84,5,2,45,35,Female,No,16276.61
26112607,68.1,5,0,38,54,Female,No,4813.21
24092269,73.2,8,0,20,42,Male,No,11851.2
20042424,65.5,7,5,39,43,Male,No,15563.56
24422650,57.3,8,1,25,52,Female,No,16560.77
8213802,48.8,6,4,18,32,Male,No,13807.02
29522157,73.9,5,1,23,42,Female,No,10304.16
2360146,111.5,6,0,31,26,Male,No,11540.39
15492571,51,7,1,43,32,Male,No,5539.93
7619723,36.3,6,2,24,48,Male,Yes,12527.32
29596933,21.6,8,4,34,43,Female,No,0
11961359,51,2,2,22,32,Female,No,8165.26
9159735,90.7,7,1,21,38,Male,Yes,10499.87
24091938,38,8,3,60,46,Female,No,14689.84
5663316,47.3,3,4,51,50,Female,No,10425.58
12445208,78.9,5,2,53,58,Male,No,16934.77
1408,62.7,6,0,5,47,Female,Yes,13657.22
29164522,45.1,2,4,32,58,Female,Yes,5732.33
462174,27.6,2,0,29,39,Female,No,9769.26
17188845,89.4,7,3,20,54,Male,No,4580.37
19163106,83,4,1,23,53,Female,No,3979.6
20909189,96.5,5,3,60,60,Female,No,6494.89
3558354,43.5,2,1,3,37,Female,No,2779.14
10246683,112.7,8,4,3,30,Male,No,16228.76
2229372,12.4,2,1,5,57,Female,No,4826.05
12137725,52.4,2,1,5,66,Female,No,11135.41
9461577,72.9,2,2,3,49,Male,No,16310.39
29947,33.2,4,2,42,39,Male,No,12457.71
14514440,46.5,4,4,30,45,Female,No,12782.16
11008088,87.7,1,5,35,58,Female,No,7734.1
6254136,84.8,6,2,27,51,Male,No,8853.9
12687324,25.1,5,4,42,59,Female,Yes,326.31
6484937,86.6,7,5,43,55,Female,No,7747.05
224828,75.8,4,4,22,65,Male,No,16260.19
2265329,107.3,4,2,15,50,Male,Yes,19173.18
4905489,61.6,1,2,54,34,Male,No,8419.19
24830115,20.1,4,0,2,48,Male,No,1677.35
17349757,55.9,8,2,35,49,Female,No,15103.16
3211555,31,5,5,50,44,Male,No,8956.21
22733459,28.2,7,3,10,33,Female,No,4732.62
13938668,101.2,6,1,2,38,Female,No,13624.88
11568767,58.3,5,3,51,31,Male,No,6284.91
22067105,89.8,6,2,48,64,Male,No,12784.34
12157021,130.9,7,0,21,35,Female,No,31018.33
13922141,67.2,5,4,46,53,Female,Yes,14445.61
9764857,113.1,2,3,50,52,Female,No,19673.96
21408627,22.6,3,3,59,33,Male,No,0
9482327,70.4,6,2,50,50,Male,No,4712.83
29624130,113.4,2,2,56,45,Female,No,19104.03
6903032,66.1,7,4,41,28,Female,No,4943.28
9559877,56.2,6,2,54,51,Female,No,7961.81
21933095,107.9,3,5,53,36,Male,No,9810.61
23038992,46.6,8,2,44,29,Female,Yes,16477.68
25258657,47.2,4,2,55,45,Female,No,9794.71
9663941,87.9,6,5,50,39,Male,No,20362.38
25715624,106.6,6,5,46,45,Male,Yes,18006.57
11238241,33.5,3,3,29,26,Female,No,12133.79
6786128,39.2,5,2,51,34,Female,No,4249.61
7587100,89.2,3,2,11,48,Male,No,10895.39
6684278,88.5,1,2,1,48,Male,No,13357.76
6135068,94.2,2,1,60,45,Male,No,11639.91
10928705,35.7,4,1,9,29,Male,No,4617.55
4147676,9.3,7,3,54,41,Female,Yes,832.47
28455693,73,7,1,6,26,Female,No,15909.56
22118342,40.1,6,1,42,53,Male,No,9836.19
18608935,54.2,8,1,60,52,Male,No,22409.92
2559715,76.5,2,2,2,31,Male,No,9231.25
11181152,122.3,6,4,8,55,Male,No,19397.52
9866611,120.4,5,4,55,36,Female,No,22393.84
23536976,53.8,5,3,26,44,Female,No,5740.79
14534593,97.2,8,0,24,66,Female,No,17456.64
7312057,108.1,5,5,48,60,Male,No,16477.62
17631730,101.6,4,4,59,41,Male,No,22290.69
11976549,111.4,2,3,18,67,Female,No,13158.17
487469,93.1,6,5,15,47,Male,No,18067.06
11958029,97.4,4,3,29,57,Female,No,11633.54
29871598,27.7,4,1,47,44,Female,No,4794.86
25630607,26.7,4,1,22,31,Female,No,10776.61
12930450,94.4,6,0,0,32,Female,No,14618.07
15502927,36.8,7,5,60,24,Male,No,14573.93
24002772,78.7,3,1,58,53,Male,No,4590.22
24751552,86.5,6,1,50,52,Female,No,21631.07
9059893,84.8,4,4,33,63,Male,Yes,9209.59
23974778,108.7,4,2,50,44,Female,No,23050.39
15557786,52.7,3,1,22,41,Male,No,2812.26
20437716,87.8,5,3,26,51,Female,No,6944.45
9611903,21.9,6,1,4,54,Female,No,3088.95
19642947,82.8,3,3,43,36,Male,No,7698.78
1626954,45.3,2,4,24,55,Male,No,6476.47
20391381,53.9,4,4,50,39,Female,No,7928.33
14704459,43.2,2,2,42,41,Female,No,7943.82
9898028,98.1,4,1,16,45,Male,No,8154.11
12396633,85,2,2,50,40,Female,No,8117.65
12436779,20.4,7,3,14,66,Male,No,10904.23
28508155,50.8,3,2,57,41,Male,No,9786.36
16000548,99.8,5,2,2,51,Male,No,24230.35
19910759,46.4,4,3,25,48,Female,No,5358.02
8881527,61.3,1,4,46,42,Female,No,8713.96
20220195,117.3,4,1,47,39,Female,No,15702.88
22682108,96.9,5,1,0,62,Male,No,16307.92
15909498,111.1,7,1,42,66,Female,No,18087.6
11509486,47.1,7,4,33,36,Male,No,2753.69
1073598,32.6,4,1,34,49,Male,No,12886.88
4491654,87.7,1,3,30,31,Male,No,19184.84
3012571,113.1,8,3,54,64,Female,No,12271.26
9887248,53.2,4,3,22,37,Female,No,5085.03
15590215,46.3,7,3,12,34,Male,No,8391.29
12356808,24.2,7,3,6,44,Male,No,12340.84
4412543,112.4,7,4,14,55,Male,No,13117.22
7736514,59.1,1,3,7,45,Male,No,6896.44
12553711,66,6,5,37,62,Female,No,10142.12
26544280,76.2,5,4,12,36,Female,No,9839.29
7521339,70.3,4,2,44,39,Female,No,6578.83
5130704,48,2,4,19,48,Male,No,13736.92
29982963,71.3,2,2,60,30,Male,No,11689.08
22399834,51.8,5,3,14,48,Male,No,6471.43
29703926,44,3,2,16,38,Female,No,10669.95
29087616,86,8,4,7,40,Female,No,14538.08
5331007,47.3,4,1,22,51,Male,No,14666.18
21179834,33.8,2,2,8,42,Female,No,5961.24
887086,48.1,4,4,37,59,Female,No,2956.25
28944556,32.2,8,4,13,44,Female,No,2427.89
28913576,73.6,6,1,42,36,Male,No,18587.97
817313,58.9,3,1,35,46,Male,No,9325.86
25550608,36.4,7,1,59,27,Male,No,14697.55
19292392,69.6,2,3,53,39,Male,No,2901.04
11843276,79.6,7,1,20,49,Male,No,16675.76
4309300,76.2,1,1,33,28,Male,No,14039.58
14842668,94.5,6,2,59,45,Male,No,24237.85
2453121,74,7,2,10,56,Male,No,13850.49
22715642,50,6,1,20,51,Male,Yes,8012.95
10939582,30.3,8,4,6,43,Female,No,4877.36
12320371,56.6,5,5,7,41,Male,No,14458.72
20272541,82.4,7,4,5,41,Male,No,9839.73
15492753,63.5,5,2,35,24,Female,No,12832.62
387928,91.8,4,2,55,34,Female,No,16329.15
29021261,97.8,5,3,37,56,Male,No,7233.01
3259659,42.1,2,0,12,46,Male,No,10593.87
11972752,60.7,8,1,12,21,Male,No,15356.67
14740983,68.5,6,4,60,28,Female,No,21460.86
25193148,91.2,4,4,5,52,Female,No,7917.95
7556793,22,4,3,60,44,Female,No,13867.88
19223798,44.3,2,1,16,49,Male,No,0
26776427,48.1,5,5,44,45,Female,No,12784.9
27872678,50.8,6,5,53,43,Female,No,11418.67
7341229,63.5,2,4,47,41,Female,No,11564.84
23974371,42,1,3,2,56,Male,No,7125.35
11214938,58.9,2,3,2,24,Female,No,10972.75
2787397,50.4,7,2,26,38,Male,No,13552.47
11706424,89.2,7,2,39,61,Male,No,18739.6
7893458,91.3,3,1,10,58,Female,No,19237.52
14548921,92.2,5,2,57,31,Male,No,8998.88
20021463,86.8,7,3,38,59,Female,No,15514.18
462895,59.9,6,3,2,31,Male,No,13950.59
22867747,63.2,7,1,43,56,Male,No,20487.74
3562882,81.2,4,1,0,30,Male,No,10497.13
14416406,31.6,4,1,29,53,Male,No,9950.61
13195118,35.6,2,5,28,45,Male,No,0
14334903,68.1,2,2,32,27,Male,No,13559.22
15036849,60.1,2,0,54,29,Female,No,16120.13
1315239,86.2,4,3,15,41,Female,No,6757.52
16303591,92.1,4,0,34,35,Male,No,22569.14
15112243,76.2,4,3,11,49,Female,Yes,14328.98
28670558,105.5,6,1,54,61,Female,No,13749.35
3462493,64.9,7,2,10,26,Female,No,14481.57
20378400,26.5,6,1,21,54,Male,No,14721.93
4174627,124.5,4,3,36,53,Female,No,17782.13
15630851,57,2,4,25,47,Male,No,7797.32
14304266,38.8,2,4,24,38,Male,No,8093.67
10096719,90.7,3,2,1,32,Female,No,15975.47
18742263,41.3,7,1,51,51,Female,No,10620.22
1411869,41.1,4,4,31,48,Male,Yes,6654.59
12354736,57.5,6,5,4,51,Male,No,12225.27
9990823,58.2,5,5,53,36,Male,Yes,9869.85
17172971,60.4,5,4,2,29,Male,No,11536.89
1496424,110.1,7,2,55,21,Male,No,26738.32
12958337,90,5,2,50,44,Male,No,15327.88
8053864,85.6,2,2,33,48,Female,No,11036.1
3542559,36.2,3,4,28,40,Male,Yes,890
18905907,55.6,5,4,6,39,Male,No,7757.26
13371301,41.3,7,5,23,52,Male,No,6081.06
2579193,56.2,3,3,27,40,Female,No,16360.75
27248154,58.6,5,3,10,39,Male,No,7280.8
7213858,77.9,5,5,6,50,Male,No,17048.4
7002813,33,8,1,18,37,Male,No,13798.89
12840573,99.9,7,2,22,38,Male,No,17945.92
7040820,47.5,5,5,15,28,Female,No,11254.86
18305060,41.5,7,4,54,41,Female,No,2726.85
1002113,41.6,2,0,25,44,Male,No,15165.56
16830481,52.8,6,4,19,23,Female,No,7345.93
13998476,105.8,6,1,8,55,Male,No,20249.15
29216096,124.2,2,4,25,45,Male,No,17007.22
16439929,70.4,5,4,46,42,Female,No,7874.31
7497952,53.3,6,2,28,33,Male,No,13601.41
519567,33.5,7,1,59,50,Male,No,11852.68
15056066,115,2,0,14,42,Male,No,17213.42
6628798,102.6,2,1,3,44,Female,No,17262.72
14630695,85.2,5,3,45,38,Male,No,16290.32
12091179,74.3,5,2,41,61,Female,No,17942.84
16384902,51.9,7,4,5,41,Male,No,17095.11
17790792,44.1,3,4,26,20,Female,No,16607.23
28912703,79.8,4,2,19,52,Female,No,6948.02
1695763,90.9,7,1,3,45,Female,No,13765.62
13706009,44.2,8,4,35,44,Female,Yes,8128.29
24082740,82.6,4,1,15,61,Male,No,11293.14
29652439,59.1,7,4,38,38,Female,Yes,2204.58
15087635,27.8,2,4,31,50,Male,Yes,0
9789771,123.1,5,3,8,47,Male,No,24268.75
10634135,111.2,2,4,20,53,Female,Yes,21621.73
20987235,108.8,1,1,31,40,Female,No,21103.18
7216203,43.4,4,1,31,31,Male,No,14830.11
18450719,77.6,1,0,55,67,Female,No,8963.49
9391866,91,6,3,25,34,Male,No,22241.02
14958014,54.5,3,3,51,48,Male,Yes,1775.8
10317091,105.6,5,5,40,59,Female,No,10192.43
25576309,48.5,6,4,40,59,Female,No,14925.11
5971176,76.7,5,3,18,58,Female,No,9417.57
16751287,18.7,1,1,7,42,Female,No,11191.31
12325734,16.5,1,1,7,36,Female,No,782.53
10143087,83.1,6,4,9,53,Male,No,18329.57
11068598,78,3,4,30,29,Female,No,3309.32
1162736,48,8,4,26,48,Male,No,14158.53
5311095,112.4,1,2,43,59,Female,No,15463.79
20501932,58.1,5,3,31,49,Male,No,6466.47
17874294,103.7,7,4,34,31,Female,No,12619.58
4823692,41.5,4,1,51,39,Male,No,3234.81
20415226,100.4,7,2,14,27,Male,No,16598.2
26888259,65.1,2,1,19,49,Male,No,15677.64
28931215,57.6,3,3,51,37,Male,No,15870.67
15076409,26.9,5,1,37,45,Female,No,3985.87
1428865,63.4,3,3,48,43,Female,No,13740.59
1499593,64.5,7,4,21,47,Male,No,7091.26
11027470,124,7,0,21,30,Male,No,11254.78
16870122,109.3,7,1,10,26,Female,No,21687.83
22305851,58.3,3,1,33,52,Male,No,19796.96
26652048,66.8,6,1,4,35,Male,No,17673.82
25977390,24.6,7,4,6,57,Male,No,9485.77
22359329,98.6,5,3,17,48,Male,No,17465.19
8418269,96.1,6,4,24,53,Male,No,15124.42
21453767,49.3,2,1,39,46,Male,Yes,4673.64
23554285,13.5,5,1,51,50,Female,No,10193.54
4112542,49.1,7,1,32,50,Female,No,7411.72
7351522,91.9,6,4,13,22,Male,No,18378.42
8831683,78.4,7,5,39,42,Male,No,4337.67
2195312,58.9,4,5,44,40,Male,No,16636.88
9028915,88.5,6,1,7,46,Male,No,19692.81
6184638,55.2,3,1,50,58,Male,No,10590.24
5288670,98.6,8,0,6,31,Male,No,24970.86
1434464,116.2,8,5,52,49,Male,No,14742.69
10169298,48,3,0,42,46,Male,No,15698.54
25777143,101.1,5,4,8,42,Female,No,8005.74
28866062,84.9,7,2,58,52,Female,Yes,19556.16
21398237,64.9,7,2,6,48,Male,No,11266.13
19160552,35.6,4,1,44,40,Male,No,5450.02
8185402,51.3,8,0,29,49,Female,No,19720.65
7025247,33.5,5,2,55,58,Female,No,12185.92
9351944,52.7,1,4,19,50,Male,No,3093.16
27787866,124.5,3,0,5,32,Male,No,18533.05
29115140,15.2,4,4,21,60,Female,No,11971.2
9969636,15,6,3,8,56,Male,No,5559.11
21333873,44.7,3,4,60,53,Female,No,13541.22
8269750,13.3,2,2,2,41,Male,No,1424.32
18866811,97.8,5,0,44,35,Female,No,23482.16
29912942,84.8,4,5,17,37,Male,Yes,12684.24
21837847,50.8,3,1,26,57,Male,No,4640.38
26237457,28.2,8,1,44,40,Male,No,7409.5
1415917,92.6,6,3,46,43,Male,Yes,11616.52
4079109,27.4,2,3,32,54,Female,No,899.73
28497098,59,5,4,53,52,Male,No,6774.15
18002411,52,1,1,28,47,Male,Yes,6787.35
12652969,40.9,7,1,59,31,Female,No,13673.81
26710796,125.4,2,1,36,53,Male,No,22338.59
22614574,129.8,6,1,3,61,Male,No,25803.89
2706309,71.4,6,2,6,52,Male,No,17177.73
6859490,104.4,7,0,36,50,Male,No,23971.28
16977179,28.3,6,4,42,62,Female,No,11534.08
15973828,79.4,5,5,27,37,Female,No,8675.53
19812960,32.7,8,5,12,48,Male,No,0
26151061,45.3,7,2,37,39,Female,No,8061
12307749,22,5,3,25,54,Male,No,5256.29
598058,91.2,5,1,1,39,Male,No,11104.62
9205310,52.7,3,3,16,37,Male,No,6571.91
6101037,61.3,4,1,25,61,Male,No,9889.39
27796252,98.9,7,5,1,37,Male,No,15313.37
472976,44.3,4,3,46,67,Male,No,9698.64
18847856,38.7,3,2,22,56,Male,No,5306.52
29688787,92.9,5,5,19,35,Male,No,3522.14
25491532,74.2,8,3,12,43,Female,No,15530.47
16847606,100.4,5,5,57,46,Male,No,17333.62
1025996,122.3,2,4,52,58,Male,No,22303.79
22439430,69.2,7,1,57,54,Female,No,21574.38
23328882,101.9,4,2,15,48,Male,No,15619.79
28441548,56.2,8,5,38,53,Female,No,10243.38
16773210,104.7,1,0,59,53,Female,No,17920.46
15239267,110,2,2,3,39,Female,No,14206.96
29310876,115.5,6,4,32,40,Female,No,16351.38
3490874,104.1,5,2,53,62,Female,No,21384.82
14129002,53.5,1,4,20,42,Female,No,11611.88
1704442,70.6,7,4,8,43,Female,No,7292.81
16924566,52.6,4,4,4,51,Male,No,7423.21
14089349,49.7,6,2,50,60,Female,No,5593.02
5016848,97.3,6,4,54,48,Female,No,5205.01
29579561,96.1,5,4,17,25,Male,No,18155.78
20653195,74.9,2,2,39,57,Male,No,16441.73
12164723,79.9,5,0,1,44,Female,No,9498.35
12005442,92.4,6,1,11,37,Male,No,20465.46
3798359,103.2,3,1,58,46,Female,No,14228.31
6177513,79.7,3,1,9,33,Female,Yes,13520.06
14936822,28,5,1,25,52,Male,No,12481.72
16657910,10.1,5,5,29,42,Male,No,6504.01
20419788,29.5,2,3,31,65,Female,No,4225.94
22763378,58.4,5,0,60,44,Female,No,11229.85
18059037,86.4,8,3,12,63,Female,No,15598.14
19170214,78.4,7,5,47,65,Female,No,11299.4
6623698,114.4,7,3,21,56,Female,Yes,14572.45
6360167,72.7,5,3,52,56,Male,No,9026.69
9854691,46.8,3,3,21,43,Male,No,863.58
6675924,40.9,5,0,21,51,Male,No,4011.15
15194474,75.2,6,1,41,46,Male,No,21962.57
10820370,73.2,6,2,33,33,Female,No,6563.74
11491227,101,5,2,20,50,Male,No,20860.62
12052127,60.5,7,1,3,34,Male,No,9978.81
10861795,64.5,6,2,31,41,Male,No,9833.89
11751236,93.7,2,3,6,44,Male,No,8830.37
15806379,56.3,8,3,4,67,Female,No,11808.93
10237681,46.3,4,2,29,32,Male,No,3683.07
5006781,100.2,7,4,12,50,Male,No,16236.49
23149243,84.2,1,2,2,47,Female,No,11872.83
6784369,101.6,6,3,12,48,Male,No,24658.14
10240794,62.6,7,4,22,44,Male,No,14232.47
23236622,42.9,4,0,54,45,Male,No,8174.7
6340378,67.9,7,2,49,44,Male,No,16097.23
17837474,56.8,7,2,19,47,Male,No,13326.53
7059538,70.4,4,2,49,42,Female,Yes,18586.77
1887602,61.2,3,5,5,62,Female,Yes,2154.17
27460501,57.8,1,0,0,54,Male,No,7358.33
25420414,63.5,3,4,19,29,Female,No,13271.8
18026828,45.9,2,1,55,36,Male,No,6499.11
29335745,71.5,3,1,34,21,Female,No,11059.64
16293365,51.7,5,3,42,37,Male,No,8716.92
21360775,44.3,3,2,35,56,Male,No,14759.86
10414009,49.7,7,4,34,62,Male,No,7658.79
5087194,64.6,3,1,35,42,Male,No,18390.65
20300428,98.2,4,2,56,27,Male,No,15295.4
17424518,73,6,2,56,28,Female,No,10101.97
23259118,54.9,6,1,23,61,Male,No,12318.52
8710103,44.3,6,5,38,54,Male,No,2882.24
22314525,45.3,7,4,47,25,Female,Yes,7376.71
6287528,43.7,2,2,47,34,Female,No,4788.44
12147479,46.3,4,1,46,42,Male,No,7635.17
20448639,94.8,8,4,33,39,Female,No,16756.18
25529096,94.5,5,5,47,41,Female,No,16790.92
2739466,49.9,7,2,12,52,Male,No,18792.37
22037205,46,4,2,2,48,Male,No,12063.19
11180601,56,2,4,54,31,Female,No,12624.02
21254283,91.2,2,4,39,24,Female,No,7545.79
5708520,102.4,7,5,25,28,Female,Yes,13382.44
13819277,28,4,4,52,48,Female,No,11220.19
27795592,51.8,3,1,13,34,Male,No,7618.65
21748292,79.3,5,2,37,33,Female,No,16896.34
2459615,94.2,5,5,44,24,Male,No,12938.29
22835184,24.6,4,4,34,34,Male,No,7036.79
11756342,44.8,4,4,18,47,Male,Yes,13855.5
16190471,79.8,4,2,26,39,Male,No,11962.03
14911297,71.1,6,4,27,58,Female,No,11530.06
16886298,95.3,7,3,5,25,Female,No,20187.88
23306580,34.1,8,4,48,36,Male,No,17697.24
19638381,96.9,2,1,42,49,Female,No,16509.08
24723701,50,6,5,23,43,Female,No,14227.45
25443819,49.9,1,1,55,54,Female,No,6785.63
19860430,31.6,5,1,24,54,Female,No,7629.74
10452384,81.7,2,4,9,53,Female,No,13279.72
26525086,59,8,4,37,62,Male,No,13904.09
12425028,84.4,2,1,27,47,Male,No,8923.74
6607639,69.2,4,2,46,32,Male,No,13905.98
6726839,35.9,2,4,15,67,Female,No,0
19822818,103.7,3,4,41,62,Female,No,11811.05
27521300,68.4,7,3,2,47,Male,No,7811.92
25929675,59.8,8,3,18,49,Male,No,21051.79
16827277,44.5,4,1,14,27,Female,No,5561.59
21599083,96.1,2,0,14,47,Female,No,14133.02
28637979,61.9,5,3,39,40,Female,No,8386.74
11854540,37.9,1,3,44,62,Male,No,3093.9
9765530,36.3,8,5,42,58,Female,No,8193.54
6183720,60.4,2,0,59,37,Female,No,7020.89
12307865,26.7,5,4,60,40,Female,Yes,10326.61
655847,28.4,1,3,30,22,Female,No,9378.59
15403163,72.7,4,4,59,42,Female,No,19232.88
22635217,101.8,8,1,18,47,Male,No,23282.47
3075271,53,5,1,51,66,Female,No,18416.93
7832941,116,7,1,6,41,Female,No,22102.77
9593416,92.2,2,0,32,49,Male,No,18692.17
6062232,55.7,1,0,12,52,Male,No,12697.31
21543160,126.5,1,4,21,55,Female,No,14035.77
10786819,108.3,6,2,14,41,Male,No,17394.85
17005984,55.6,5,1,47,55,Male,No,11167.06
2443545,130.7,5,4,54,26,Female,No,22861.34
18934928,75.2,5,5,11,41,Female,No,10554.35
24316470,58.3,6,5,19,54,Female,No,3124.44
10767271,55.6,5,4,50,32,Male,Yes,10589.7
4212180,44.4,2,1,45,24,Male,No,9559.94
18843431,71.8,4,4,12,46,Male,No,6099.52
12763896,116.7,5,3,4,40,Male,No,15770.99
16748669,41.5,4,4,5,46,Male,No,6973.62
21710111,61.7,2,5,35,35,Male,No,4100.77
17746035,56.5,2,0,3,42,Female,No,7714.7
12695250,87.5,1,1,35,49,Male,No,12907.3
29600750,92.1,1,2,56,51,Male,Yes,9532.07
3257602,70.7,4,3,8,57,Female,No,16839.58
16911729,93.9,3,1,15,51,Female,No,10846.17
6868907,80.1,4,5,27,39,Male,No,8221.49
22988788,60.5,5,1,1,30,Male,No,21125.75
25717252,66.8,5,5,28,26,Male,No,3006.78
16543596,63.5,6,0,31,41,Female,No,16174.69
28612635,121.1,6,3,41,57,Male,No,19577.5
18572870,50.2,5,1,2,30,Male,No,5472.51
10135558,39.6,2,4,13,46,Male,No,3968.42
23467852,88.8,4,1,19,57,Female,No,11382.63
2221007,101.2,6,2,54,62,Male,Yes,16827.83
23024579,52,5,2,19,35,Male,No,13175.27
5534868,100.8,5,4,50,52,Female,No,20292.73
19704869,70.6,3,0,47,47,Male,No,6230.89
9388137,88.9,8,2,41,22,Male,Yes,18914.62
23883625,89.4,5,2,29,29,Female,No,14362
3178571,82.7,6,2,41,43,Female,Yes,23941.45
29965276,41,6,3,39,43,Female,No,3658.44
28971732,68.5,2,2,25,42,Female,No,5721.75
18903734,109.2,7,2,29,27,Male,No,16519.7
18626625,98.5,6,1,11,47,Female,No,16886.1
17179070,28.6,7,0,30,51,Female,No,7619.3
8722844,61.5,2,5,22,48,Male,Yes,13378.76
20987496,41.3,5,1,14,46,Male,No,10331.58
10666465,116.6,8,2,47,26,Male,No,21153.59
10251045,110.2,4,4,19,45,Female,No,13218.14
21072213,44.2,5,2,12,46,Female,No,11858.5
29961135,79,6,1,38,29,Male,No,17466.58
23181416,49.5,5,1,51,37,Female,No,2591.87
17127978,120.5,7,2,54,44,Male,No,17340.82
13165845,45.6,4,2,8,43,Male,No,14350.08
20204664,60.6,4,4,51,42,Female,No,5761.26
5052259,69.9,8,2,28,53,Male,No,15139.89
10963432,48.1,5,1,36,55,Female,No,12622.3
20064820,44.4,7,3,12,39,Male,No,11131.85
23650823,46.2,6,4,19,31,Female,No,16433.55
17326842,53.7,2,5,16,47,Male,No,7085.72
14156431,79,1,2,55,53,Female,No,3453.45
15083847,48.9,4,2,14,61,Male,No,14886
7217246,45.2,1,5,21,44,Male,Yes,4531.8
2059308,113.2,7,0,36,49,Female,No,20560.98
8982115,64,1,4,57,47,Female,No,3758.51
3993230,45.5,7,3,8,48,Female,No,5950.81
4595539,103.5,6,4,4,63,Male,No,23365.41
29234701,129.4,5,5,24,55,Male,No,12401.39
23550140,50.5,6,1,5,41,Female,No,13635.79
25479299,61.1,5,0,8,50,Male,No,4300.01
12449677,111.9,8,3,59,29,Male,No,21681.24
1307458,53.3,6,5,58,60,Female,No,2657.78
23135799,37.5,3,5,55,37,Female,Yes,10372
28735831,95.7,7,5,28,24,Male,No,14590.95
19561711,104.4,7,1,28,44,Male,Yes,24434.94
26597247,95.2,8,1,57,42,Male,No,16317.54
29365541,17.9,4,1,40,30,Male,No,14232.98
29905606,67,1,1,16,47,Male,Yes,5947.78
10625801,45,4,1,7,52,Male,No,3172.24
657127,17,5,4,3,57,Female,No,9286.73
20830303,56,8,2,48,27,Female,No,14406.8
28114658,83.9,4,0,34,31,Male,No,14916.93
6314547,44.8,2,3,12,49,Male,No,9017.05
5074277,36,3,0,40,25,Male,No,15306.39
5727656,45.6,3,5,53,67,Male,No,0
18565997,60.4,3,2,59,31,Male,No,9541.01
19455789,9.1,7,2,16,46,Female,Yes,12648.13
22598202,96.2,4,1,31,52,Female,No,7105.91
19827691,107.1,7,3,2,43,Male,No,18780.99
233089,104,2,2,4,49,Male,No,18746
16270675,108.2,3,1,57,35,Male,No,24141.66
1706271,84.5,6,1,46,39,Female,No,13836.89
29102718,117.9,4,4,6,45,Female,No,21705.79
7170834,62.4,3,0,33,34,Female,No,11133.71
20157846,40.1,1,3,49,54,Female,No,10555.27
22782519,58.9,2,4,18,62,Male,No,0
29360154,33.6,6,4,42,52,Male,Yes,8282.93
25530569,38.4,5,2,12,57,Male,No,7692.75
28377739,24.8,4,3,15,48,Female,No,9186.87
15647459,72.4,5,2,33,22,Male,No,18626.63
11679298,109.7,4,2,55,51,Female,No,19442.21
26384726,74,6,4,24,23,Male,No,15243.93
15878854,63,2,3,46,46,Male,No,8794.07
12928995,80.7,3,2,28,47,Male,No,14536.47
14236751,38.2,7,4,3,39,Female,No,3266.45
767931,80.7,5,1,59,51,Male,No,16623.49
17430669,102,1,4,6,25,Female,No,8437.42
8870507,108.6,1,5,16,32,Male,No,17230.89
5065819,98,5,4,17,29,Male,No,20616.5
5715162,79.4,6,4,9,47,Female,No,13015.45
12475140,97,6,2,24,44,Female,No,14194.53
29270480,118.3,6,3,15,51,Male,No,14208.46
21968490,74.7,7,0,26,28,Female,No,15197.69
17238555,88.7,3,5,40,48,Male,No,16213.79
7490785,83.2,2,1,58,29,Male,No,14010.01
17056792,51.3,7,2,31,55,Male,No,6969
14345307,44.8,5,2,15,21,Female,No,7733.83
9172473,81.7,8,2,17,53,Female,No,13511.71
4927497,47.6,7,4,9,49,Male,No,15765.45
22597282,101.5,5,2,21,39,Female,No,14234.26
2337937,77.5,6,0,55,38,Female,No,23395.26
26653229,93.1,2,5,21,53,Male,No,8122.39
21563293,39,8,4,30,46,Male,No,4834.95
3619870,105.3,6,5,33,33,Male,No,12697.94
27819600,38.1,2,1,58,67,Male,No,0
29196272,109.2,2,1,21,50,Female,No,16304.73
21559224,113,2,1,45,46,Male,No,9379.92
21076461,21.6,2,1,39,49,Male,Yes,2213.77
18196625,72.9,4,3,60,48,Female,No,9643.26
18462254,41.9,3,3,8,33,Female,No,0
20764786,103.3,6,2,57,30,Female,No,16053.52
8333730,108,7,0,5,47,Male,No,25312.97
9185958,52.1,3,0,42,40,Female,No,13448.51
3139989,80.1,4,2,33,53,Female,No,17453.51
17996063,98.8,6,4,14,52,Female,No,22347.38
3531743,21.7,5,3,44,48,Male,No,13625.75
6598074,119.9,1,2,49,51,Female,No,9785.61
12860903,85.4,6,3,25,55,Female,No,9560.32
12068073,24,2,2,21,48,Female,No,8699.57
25803448,96.8,3,4,24,25,Female,No,19971.31
4908752,45.4,6,4,15,20,Male,No,9132.51
3007350,72.7,3,0,37,58,Female,No,17598.4
5712652,21.5,5,0,8,38,Male,No,9454.45
1093320,41.5,8,4,44,58,Female,No,6538.69
4119479,57.7,3,4,44,42,Male,No,2079.32
